client_id,age,job,marital,education,credit_default,mortgage
158,43,technician,single,professional_course,,
159,59,services,married,high_school,,
160,24,management,single,university_degree,,
161,37,blue-collar,single,basic_9y,,
162,40,blue-collar,married,basic_9y,,
163,42,blue-collar,married,basic_9y,,
164,39,services,divorced,high_school,,
165,37,entrepreneur,married,basic_6y,,
166,38,services,married,high_school,,
167,56,admin_,divorced,,,
168,40,blue-collar,married,,,
169,54,management,divorced,university_degree,,
170,43,blue-collar,married,high_school,,
171,36,services,married,high_school,,
172,45,technician,married,university_degree,,
173,42,admin_,single,university_degree,,
174,43,services,married,high_school,,
175,46,management,married,basic_9y,,
176,44,services,married,high_school,,
177,51,admin_,single,basic_6y,,
178,28,services,married,high_school,,
179,37,blue-collar,married,basic_9y,,
180,34,technician,married,high_school,,
181,46,blue-collar,married,basic_6y,,
182,42,blue-collar,married,basic_9y,,
183,36,admin_,married,university_degree,,
184,54,blue-collar,married,basic_4y,,
185,57,management,married,university_degree,,
186,51,technician,married,basic_6y,,
187,54,retired,married,high_school,,
188,49,blue-collar,married,basic_4y,,
189,34,admin_,married,university_degree,,
190,41,technician,married,professional_course,,
191,38,blue-collar,single,basic_9y,,
192,45,management,divorced,university_degree,,
193,42,technician,married,university_degree,,
194,34,blue-collar,single,basic_9y,,
195,48,blue-collar,married,basic_4y,,
196,37,admin_,married,high_school,,
197,34,blue-collar,single,basic_9y,,
198,40,admin_,married,basic_9y,,
199,43,blue-collar,married,basic_6y,,
200,33,services,married,high_school,,
201,32,services,single,basic_6y,,
202,39,blue-collar,married,high_school,,
203,43,admin_,married,,,
204,44,blue-collar,married,basic_9y,,
205,35,student,single,university_degree,,
206,35,student,single,university_degree,,
207,35,unemployed,married,professional_course,,
208,36,services,single,basic_4y,,
209,35,student,single,university_degree,,
210,36,student,single,basic_9y,,
211,55,housemaid,divorced,university_degree,,
212,59,admin_,married,university_degree,,
213,57,retired,married,,,
214,39,blue-collar,married,professional_course,,
215,39,housemaid,married,basic_4y,,
216,30,blue-collar,single,,,
217,30,blue-collar,single,,,
218,50,housemaid,married,basic_4y,,
219,40,services,married,high_school,,
220,35,admin_,married,high_school,,
221,43,technician,married,,,
222,36,services,single,basic_6y,,
223,46,technician,married,basic_4y,,
224,40,technician,married,basic_9y,,
225,58,retired,married,university_degree,,
226,42,technician,married,university_degree,,
227,35,admin_,single,university_degree,,
228,43,retired,married,basic_4y,,
229,45,blue-collar,married,basic_4y,,
230,39,admin_,married,professional_course,,
231,50,services,divorced,professional_course,,
232,32,management,divorced,basic_4y,,
233,39,admin_,married,high_school,,
234,52,self-employed,married,university_degree,,
235,44,admin_,married,professional_course,,
236,56,blue-collar,married,basic_4y,,
237,48,admin_,married,high_school,,
238,33,services,married,high_school,,
239,43,management,married,university_degree,,
240,57,retired,married,high_school,,
241,36,technician,single,professional_course,,
242,34,management,married,university_degree,,
243,34,services,single,basic_9y,,
244,30,technician,married,university_degree,,
245,33,services,divorced,,,
246,32,technician,single,professional_course,,
247,36,technician,single,high_school,,
248,36,blue-collar,single,high_school,,
249,33,services,single,high_school,,
250,40,technician,divorced,professional_course,,
251,41,blue-collar,married,basic_4y,,
252,51,services,married,basic_6y,,
253,36,technician,married,professional_course,,
254,28,services,married,,,
255,53,services,married,high_school,,
256,58,blue-collar,married,basic_9y,,
257,45,management,married,basic_9y,,
258,43,technician,married,,,
259,33,admin_,married,high_school,,
260,33,admin_,married,high_school,,
261,27,blue-collar,single,basic_6y,,
262,42,technician,married,high_school,,
263,43,admin_,divorced,basic_9y,,
264,42,admin_,married,university_degree,,
265,27,blue-collar,single,basic_6y,,
266,34,self-employed,single,university_degree,,
267,31,student,single,university_degree,,
268,54,management,divorced,university_degree,,
269,40,self-employed,married,basic_4y,,
270,52,unemployed,married,high_school,,
271,47,management,divorced,university_degree,,
272,49,housemaid,married,basic_9y,,
273,32,admin_,single,high_school,,
274,49,housemaid,single,high_school,,
275,50,blue-collar,married,basic_9y,,
276,34,services,married,high_school,,
277,55,blue-collar,married,basic_4y,,
278,47,technician,single,basic_9y,,
279,51,retired,married,professional_course,,
280,47,blue-collar,married,basic_6y,,
281,56,technician,married,basic_4y,,
282,53,admin_,married,basic_9y,,
283,36,blue-collar,married,basic_9y,,
284,42,blue-collar,divorced,basic_9y,,
285,44,blue-collar,divorced,basic_6y,,
286,39,housemaid,married,basic_9y,,
287,37,admin_,single,high_school,,
288,60,blue-collar,married,,,
289,36,services,married,high_school,,
290,42,management,divorced,university_degree,,
291,31,admin_,married,high_school,,
292,53,technician,divorced,professional_course,,
293,45,blue-collar,married,basic_4y,,
294,37,technician,single,professional_course,,
295,47,self-employed,married,professional_course,,
296,49,blue-collar,divorced,high_school,,
297,36,admin_,married,university_degree,,
298,35,services,divorced,high_school,,
299,38,unknown,married,,,
300,38,services,single,high_school,,
301,50,blue-collar,divorced,high_school,,
302,59,retired,married,professional_course,,
303,43,unknown,married,,,
304,42,admin_,married,high_school,,
305,40,admin_,married,basic_6y,,
306,46,blue-collar,married,,,
307,57,housemaid,divorced,basic_4y,,
308,42,admin_,married,university_degree,,
309,41,blue-collar,married,basic_4y,,
310,54,management,divorced,university_degree,,
311,27,admin_,single,university_degree,,
312,36,admin_,married,high_school,,
313,58,blue-collar,married,professional_course,,
314,40,management,married,university_degree,,
315,34,admin_,single,basic_9y,,
316,33,admin_,divorced,high_school,,
317,56,retired,married,basic_6y,,
318,42,blue-collar,married,basic_9y,,
319,43,services,married,high_school,,
320,54,management,single,basic_9y,,
321,53,admin_,single,basic_6y,,
322,42,technician,single,,,
323,40,services,married,basic_6y,,
324,54,technician,married,professional_course,,
325,40,housemaid,single,professional_course,,
326,26,admin_,single,university_degree,,
327,33,admin_,married,high_school,,
328,35,blue-collar,married,basic_9y,,
329,36,admin_,married,high_school,,
330,29,services,single,high_school,,
331,36,blue-collar,married,basic_9y,,
332,35,management,married,high_school,,
333,50,self-employed,single,university_degree,,
334,46,services,married,high_school,,
335,49,entrepreneur,married,high_school,,
336,42,technician,single,professional_course,,
337,36,blue-collar,single,high_school,,
338,55,blue-collar,married,basic_9y,,
339,41,management,married,university_degree,,
340,57,management,married,professional_course,,
341,32,services,single,high_school,,
342,49,admin_,married,basic_9y,,
343,57,unknown,married,,,
344,58,blue-collar,divorced,basic_4y,,
345,52,technician,married,high_school,,
346,50,services,divorced,professional_course,,
347,41,blue-collar,single,basic_9y,,
348,33,entrepreneur,married,university_degree,,
349,57,blue-collar,married,basic_4y,,
350,48,blue-collar,married,basic_6y,,
351,55,technician,married,professional_course,,
352,38,management,married,university_degree,,
353,38,services,married,high_school,,
354,53,admin_,married,university_degree,,
355,43,unemployed,single,university_degree,,
356,36,blue-collar,single,high_school,,
357,32,blue-collar,married,basic_9y,,
358,33,services,married,basic_4y,,
359,58,entrepreneur,married,basic_4y,,
360,40,unemployed,divorced,high_school,,
361,57,management,married,university_degree,,
362,45,technician,married,high_school,,
363,42,blue-collar,married,basic_4y,,
364,46,admin_,married,university_degree,,
365,36,technician,married,university_degree,,
366,41,self-employed,married,high_school,,
367,57,admin_,divorced,basic_9y,,
368,49,blue-collar,married,basic_9y,,
369,56,management,divorced,high_school,,
370,37,blue-collar,married,basic_9y,,
371,37,blue-collar,married,basic_9y,,
372,46,admin_,single,high_school,,
373,22,blue-collar,single,basic_9y,,
374,43,services,married,high_school,,
375,49,blue-collar,married,,,
376,41,technician,married,basic_6y,,
377,38,admin_,single,university_degree,,
378,33,admin_,married,basic_9y,,
379,49,admin_,married,university_degree,,
380,30,blue-collar,single,,,
381,33,admin_,married,basic_9y,,
382,34,management,single,university_degree,,
383,30,student,single,,,
384,59,management,married,basic_4y,,
385,59,management,married,basic_4y,,
386,41,self-employed,married,university_degree,,
387,48,housemaid,married,basic_6y,,
388,28,unknown,single,,,
389,44,services,married,high_school,,
390,59,retired,unknown,university_degree,,
391,50,management,married,high_school,,
392,35,admin_,married,university_degree,,
393,42,admin_,married,high_school,,
394,45,admin_,married,basic_9y,,
395,36,technician,married,professional_course,,
396,56,services,married,high_school,,
397,29,blue-collar,divorced,basic_4y,,
398,41,self-employed,married,university_degree,,
399,42,blue-collar,married,basic_9y,,
400,52,services,single,high_school,,
401,48,services,married,high_school,,
402,31,blue-collar,married,high_school,,
403,43,unemployed,married,university_degree,,
404,36,blue-collar,married,basic_4y,,
405,42,entrepreneur,married,university_degree,,
406,52,services,divorced,basic_6y,,
407,39,admin_,married,high_school,,
408,36,services,married,high_school,,
409,42,blue-collar,married,basic_9y,,
410,41,admin_,married,high_school,,
411,55,technician,married,basic_4y,,
412,30,blue-collar,married,basic_9y,,
413,57,retired,unknown,basic_4y,,
414,45,entrepreneur,married,basic_4y,,
415,51,blue-collar,married,basic_4y,,
416,39,self-employed,single,basic_9y,,
417,47,admin_,married,high_school,,
418,27,services,married,high_school,,
419,34,technician,single,university_degree,,
420,57,blue-collar,married,basic_4y,,
421,43,entrepreneur,married,basic_4y,,
422,49,blue-collar,married,basic_4y,,
423,39,management,married,university_degree,,
424,38,blue-collar,married,basic_4y,,
425,49,blue-collar,married,basic_9y,,
426,58,management,married,basic_6y,,
427,43,technician,married,professional_course,,
428,50,unknown,married,,,
429,31,services,married,high_school,,
430,43,self-employed,divorced,university_degree,,
431,43,self-employed,married,basic_9y,,
432,30,self-employed,single,university_degree,,
433,27,services,single,professional_course,,
434,51,services,married,,,
435,37,technician,married,professional_course,,
436,46,housemaid,married,basic_9y,,
437,35,blue-collar,married,professional_course,,
438,47,admin_,divorced,university_degree,,
439,46,management,married,,,
440,40,technician,married,professional_course,,
441,26,housemaid,married,university_degree,,
442,32,blue-collar,divorced,basic_9y,,
443,45,management,married,university_degree,,
444,34,admin_,married,basic_9y,,
445,47,blue-collar,married,,,
446,42,technician,married,professional_course,,
447,57,technician,married,basic_4y,,
448,57,technician,married,basic_4y,,
449,38,blue-collar,married,basic_4y,,
450,57,technician,married,basic_4y,,
451,28,student,single,basic_9y,,
452,60,management,married,university_degree,,
453,48,admin_,married,university_degree,,
454,47,technician,married,professional_course,,
455,40,admin_,married,high_school,,
456,51,management,married,professional_course,,
457,48,unemployed,single,basic_4y,,
458,54,housemaid,married,basic_4y,,
459,40,blue-collar,married,basic_6y,,
460,44,admin_,single,basic_9y,,
461,42,technician,divorced,high_school,,
462,52,self-employed,married,university_degree,,
463,31,blue-collar,single,basic_9y,,
464,32,services,married,high_school,,
465,44,admin_,married,high_school,,
466,39,management,married,basic_6y,,
467,57,management,married,professional_course,,
468,52,admin_,married,basic_4y,,
469,42,management,married,university_degree,,
470,42,technician,single,professional_course,,
471,43,management,married,professional_course,,
472,31,admin_,divorced,high_school,,
473,29,admin_,married,university_degree,,
474,57,blue-collar,divorced,basic_4y,,
475,44,blue-collar,married,basic_9y,,
476,59,unknown,married,,,
477,39,blue-collar,married,basic_4y,,
478,57,retired,married,university_degree,,
479,41,management,married,,,
480,37,technician,single,high_school,,
481,38,services,married,high_school,,
482,42,retired,married,basic_4y,,
483,49,unknown,married,,,
484,54,management,married,basic_6y,,
485,36,admin_,married,university_degree,,
486,32,admin_,single,university_degree,,
487,35,technician,married,professional_course,,
488,45,housemaid,married,professional_course,,
489,56,technician,married,,,
490,34,technician,married,university_degree,,
491,41,unemployed,married,basic_9y,,
492,41,services,married,basic_9y,,
493,36,blue-collar,married,basic_9y,,
494,32,admin_,single,university_degree,,
495,31,services,married,high_school,,
496,38,technician,married,professional_course,,
497,35,admin_,divorced,university_degree,,
498,53,admin_,married,professional_course,,
499,51,admin_,married,basic_6y,,
500,56,entrepreneur,married,university_degree,,
501,33,admin_,married,basic_9y,,
502,33,admin_,married,basic_9y,,
503,51,services,divorced,high_school,,
504,39,services,married,high_school,,
505,45,entrepreneur,married,university_degree,,
506,40,technician,single,university_degree,,
507,60,unknown,single,,,
508,33,technician,married,university_degree,,
509,47,blue-collar,married,high_school,,
510,48,blue-collar,married,basic_4y,,
511,43,entrepreneur,married,high_school,,
512,37,management,married,university_degree,,
513,50,services,married,basic_9y,,
514,59,entrepreneur,married,high_school,,
515,32,technician,married,,,
516,42,housemaid,single,basic_4y,,
517,52,blue-collar,married,basic_4y,,
518,42,blue-collar,married,,,
519,42,admin_,married,,,
520,40,management,married,basic_9y,,
521,38,blue-collar,married,basic_9y,,
522,39,blue-collar,married,basic_6y,,
523,39,blue-collar,married,basic_6y,,
524,38,admin_,married,high_school,,
525,47,admin_,single,,,
526,30,services,single,high_school,,
527,38,admin_,divorced,high_school,,
528,39,technician,divorced,university_degree,,
529,44,admin_,married,high_school,,
530,36,admin_,married,high_school,,
531,41,services,married,high_school,,
532,41,blue-collar,married,basic_6y,,
533,35,blue-collar,married,basic_9y,,
534,41,technician,married,high_school,,
535,36,services,married,high_school,,
536,35,admin_,single,high_school,,
537,33,blue-collar,single,basic_4y,,
538,38,admin_,single,basic_6y,,
539,33,self-employed,married,university_degree,,
540,55,self-employed,married,,,
541,36,blue-collar,single,basic_9y,,
542,57,technician,married,professional_course,,
543,32,entrepreneur,single,university_degree,,
544,30,self-employed,single,high_school,,
545,43,admin_,married,professional_course,,
546,46,admin_,married,university_degree,,
547,35,admin_,divorced,high_school,,
548,34,admin_,single,university_degree,,
549,50,blue-collar,married,basic_4y,,
550,39,admin_,single,university_degree,,
551,39,blue-collar,married,basic_9y,,
552,42,entrepreneur,married,basic_6y,,
553,57,retired,married,university_degree,,
554,45,blue-collar,married,basic_4y,,
555,40,technician,married,basic_4y,,
556,42,blue-collar,married,high_school,,
557,40,technician,married,basic_4y,,
558,38,blue-collar,single,basic_4y,,
559,39,blue-collar,married,basic_6y,,
560,41,blue-collar,married,basic_4y,,
561,39,blue-collar,married,basic_6y,,
562,41,blue-collar,married,basic_4y,,
563,45,admin_,married,university_degree,,
564,35,admin_,divorced,university_degree,,
565,35,admin_,married,basic_6y,,
566,49,blue-collar,married,high_school,,
567,36,technician,married,,,
568,23,admin_,single,university_degree,,
569,43,unemployed,married,university_degree,,
570,49,entrepreneur,married,professional_course,,
571,36,technician,married,professional_course,,
572,51,blue-collar,married,basic_9y,,
573,56,retired,married,basic_4y,,
574,45,housemaid,married,high_school,,
575,42,admin_,married,high_school,,
576,41,admin_,divorced,high_school,,
577,32,services,married,high_school,,
578,46,management,married,university_degree,,
579,37,blue-collar,married,,,
580,53,management,married,university_degree,,
581,30,blue-collar,married,basic_4y,,
582,45,unknown,married,,,
583,24,technician,single,professional_course,,
584,45,unknown,married,,,
585,34,admin_,single,university_degree,,
586,41,management,married,university_degree,,
587,59,blue-collar,married,basic_4y,,
588,45,blue-collar,married,basic_4y,,
589,54,blue-collar,married,basic_6y,,
590,32,technician,married,professional_course,,
591,33,technician,married,professional_course,,
592,32,admin_,married,university_degree,,
593,34,services,single,high_school,,
594,46,management,married,university_degree,,
595,57,technician,married,professional_course,,
596,42,technician,married,basic_9y,,
597,48,admin_,married,professional_course,,
598,58,admin_,divorced,university_degree,,
599,34,services,married,high_school,,
600,32,admin_,single,university_degree,,
601,48,blue-collar,married,basic_9y,,
602,47,blue-collar,married,basic_9y,,
603,31,services,married,high_school,,
604,32,admin_,single,university_degree,,
605,32,admin_,single,university_degree,,
606,36,services,married,high_school,,
607,53,blue-collar,married,basic_4y,,
608,37,blue-collar,married,basic_9y,,
609,50,services,married,high_school,,
610,46,blue-collar,married,basic_6y,,
611,41,admin_,married,high_school,,
612,43,blue-collar,single,basic_4y,,
613,51,management,married,university_degree,,
614,38,admin_,married,university_degree,,
615,41,technician,married,basic_6y,,
616,39,services,married,high_school,,
617,52,blue-collar,married,basic_4y,,
618,37,technician,married,professional_course,,
619,41,admin_,married,basic_9y,,
620,46,admin_,divorced,university_degree,,
621,47,technician,married,professional_course,,
622,35,technician,married,professional_course,,
623,38,services,married,high_school,,
624,30,blue-collar,single,,,
625,46,blue-collar,married,basic_9y,,
626,30,technician,married,professional_course,,
627,35,services,single,basic_4y,,
628,58,admin_,married,,,
629,40,technician,married,professional_course,,
630,34,technician,married,university_degree,,
631,30,admin_,single,university_degree,,
632,38,services,married,basic_6y,,
633,55,management,single,basic_4y,,
634,55,management,married,university_degree,,
635,45,technician,single,professional_course,,
636,36,admin_,married,university_degree,,
637,32,admin_,single,university_degree,,
638,35,technician,married,,,
639,55,management,divorced,university_degree,,
640,49,housemaid,married,basic_4y,,
641,29,admin_,married,high_school,,
642,34,blue-collar,married,basic_4y,,
643,54,retired,married,high_school,,
644,36,technician,single,professional_course,,
645,30,management,single,university_degree,,
646,33,housemaid,divorced,university_degree,,
647,37,blue-collar,married,high_school,,
648,36,technician,married,basic_9y,,
649,33,blue-collar,married,high_school,,
650,32,housemaid,married,high_school,,
651,32,housemaid,married,high_school,,
652,50,blue-collar,married,basic_4y,,
653,39,blue-collar,married,basic_9y,,
654,51,blue-collar,divorced,,,
655,33,services,married,high_school,,
656,33,services,married,basic_4y,,
657,56,management,married,university_degree,,
658,39,management,divorced,university_degree,,
659,33,self-employed,single,university_degree,,
660,59,retired,divorced,basic_4y,,
661,42,admin_,single,,,
662,43,services,married,high_school,,
663,35,admin_,married,university_degree,,
664,46,blue-collar,married,basic_6y,,
665,27,technician,married,basic_9y,,
666,47,admin_,divorced,university_degree,,
667,31,admin_,single,university_degree,,
668,32,blue-collar,married,basic_9y,,
669,54,admin_,married,high_school,,
670,56,management,married,university_degree,,
671,48,services,single,high_school,,
672,44,admin_,married,high_school,,
673,46,admin_,married,high_school,,
674,45,services,married,high_school,,
675,43,admin_,married,professional_course,,
676,40,admin_,single,high_school,,
677,56,management,married,university_degree,,
678,47,entrepreneur,married,professional_course,,
679,39,management,divorced,university_degree,,
680,48,technician,married,basic_4y,,
681,45,housemaid,married,professional_course,,
682,36,self-employed,married,university_degree,,
683,49,management,married,professional_course,,
684,46,services,married,high_school,,
685,38,blue-collar,married,basic_9y,,
686,50,housemaid,married,basic_4y,,
687,27,admin_,single,high_school,,
688,40,technician,married,professional_course,,
689,46,management,married,university_degree,,
690,40,admin_,divorced,university_degree,,
691,33,management,single,university_degree,,
692,54,retired,married,high_school,,
693,52,blue-collar,married,basic_4y,,
694,53,admin_,married,university_degree,,
695,49,services,married,high_school,,
696,42,blue-collar,married,basic_4y,,
697,49,housemaid,married,basic_4y,,
698,40,entrepreneur,married,basic_9y,,
699,59,admin_,married,university_degree,,
700,51,self-employed,married,basic_9y,,
701,57,housemaid,married,basic_6y,,
702,38,self-employed,divorced,basic_9y,,
703,52,self-employed,married,university_degree,,
704,26,unemployed,single,basic_9y,,
705,35,admin_,married,university_degree,,
706,51,admin_,married,university_degree,,
707,43,blue-collar,married,basic_4y,,
708,42,admin_,married,high_school,,
709,60,retired,divorced,university_degree,,
710,36,blue-collar,married,basic_9y,,
711,57,management,married,university_degree,,
712,35,student,single,university_degree,,
713,30,admin_,married,university_degree,,
714,43,services,married,high_school,,
715,40,technician,married,basic_9y,,
716,45,technician,married,university_degree,,
717,56,retired,married,high_school,,
718,46,services,married,basic_6y,,
719,41,blue-collar,married,basic_4y,,
720,42,admin_,married,university_degree,,
721,56,blue-collar,married,basic_4y,,
722,43,entrepreneur,married,basic_4y,,
723,34,blue-collar,married,basic_4y,,
724,38,services,married,high_school,,
725,40,technician,married,basic_9y,,
726,38,admin_,married,high_school,,
727,48,entrepreneur,married,university_degree,,
728,27,blue-collar,married,basic_9y,,
729,24,technician,single,professional_course,,
730,47,admin_,single,,,
731,48,blue-collar,married,professional_course,,
732,31,admin_,single,high_school,,
733,39,self-employed,single,basic_4y,,
734,41,technician,single,university_degree,,
735,49,blue-collar,married,basic_4y,,
736,56,retired,married,basic_4y,,
737,49,admin_,married,high_school,,
738,47,unemployed,divorced,university_degree,,
739,44,blue-collar,married,,,
740,48,admin_,divorced,high_school,,
741,55,housemaid,married,basic_4y,,
742,59,management,married,basic_4y,,
743,44,technician,single,professional_course,,
744,46,blue-collar,married,basic_9y,,
745,39,blue-collar,divorced,basic_6y,,
746,38,unemployed,married,basic_4y,,
747,36,services,married,high_school,,
748,29,admin_,single,university_degree,,
749,31,technician,single,professional_course,,
750,30,services,divorced,basic_9y,,
751,36,blue-collar,married,basic_4y,,
752,60,blue-collar,married,professional_course,,
753,36,admin_,married,university_degree,,
754,32,services,married,high_school,,
755,39,blue-collar,married,basic_9y,,
756,30,services,married,university_degree,,
757,39,blue-collar,married,basic_4y,,
758,37,blue-collar,married,basic_9y,,
759,39,blue-collar,married,professional_course,,
760,46,blue-collar,married,basic_4y,,
761,43,unemployed,married,basic_4y,,
762,37,services,married,high_school,,
763,30,technician,married,university_degree,,
764,38,technician,married,professional_course,,
765,31,technician,married,university_degree,,
766,44,admin_,married,university_degree,,
767,44,self-employed,married,university_degree,,
768,38,technician,married,,,
769,30,student,single,high_school,,
770,37,blue-collar,married,basic_4y,,
771,54,housemaid,divorced,,,
772,41,management,married,,,
773,43,technician,married,professional_course,,
774,38,housemaid,married,basic_9y,,
775,41,blue-collar,married,basic_4y,,
776,38,blue-collar,single,,,
777,33,blue-collar,married,basic_9y,,
778,32,admin_,married,high_school,,
779,30,services,married,high_school,,
780,43,technician,married,basic_6y,,
781,30,services,married,high_school,,
782,36,technician,divorced,professional_course,,
783,38,blue-collar,married,basic_6y,,
784,35,blue-collar,single,basic_6y,,
785,50,self-employed,married,university_degree,,
786,38,blue-collar,married,basic_9y,,
787,58,admin_,married,basic_4y,,
788,50,technician,married,professional_course,,
789,33,blue-collar,single,basic_9y,,
790,33,blue-collar,single,basic_9y,,
791,44,management,single,university_degree,,
792,31,management,married,high_school,,
793,40,entrepreneur,married,basic_9y,,
794,28,unknown,single,basic_9y,,
795,36,services,single,,,
796,44,blue-collar,single,high_school,,
797,38,blue-collar,divorced,,,
798,33,blue-collar,married,basic_9y,,
799,39,blue-collar,divorced,basic_6y,,
800,47,blue-collar,single,basic_4y,,
801,47,services,divorced,high_school,,
802,35,entrepreneur,single,professional_course,,
803,42,admin_,divorced,university_degree,,
804,36,admin_,married,high_school,,
805,35,technician,married,basic_6y,,
806,36,services,single,,,
807,56,entrepreneur,married,university_degree,,
808,26,admin_,single,high_school,,
809,31,admin_,single,university_degree,,
810,57,self-employed,single,high_school,,
811,39,services,married,high_school,,
812,43,blue-collar,married,high_school,,
813,50,admin_,married,university_degree,,
814,52,blue-collar,single,high_school,,
815,39,blue-collar,divorced,basic_9y,,
816,44,technician,single,,,
817,36,housemaid,married,basic_4y,,
